ResourceID,External Cross Reference Source,External Cross Reference Number
25d41717-5415-403a-a16d-2de2016f8c4b,Site Code,FLC96
25da4130-fed2-4806-abce-e9b85873deec,Site Code,CH75
25defb53-648e-4d0c-a23d-bc7cbd64db5c,Site Code,AMU12
25e41e54-a8b1-49e2-815b-a01de6b830e5,Site Code,ROH91
25fa5033-e4d9-4457-b536-2a6e4f8cfe51,Site Code,GM200
25fc66f3-69b8-441d-a1a3-883fb49e1b92,Site Code,HR78
26014533-4ea2-4d89-8048-1d7e3453ffce,Site Code,UDL88
260b45d9-4d9e-487c-8a2b-c86746bd7f63,Site Code,BA-BS93
260da70d-7eb6-465b-859f-59d5f291c541,Site Code,YKW01
260f1bf8-dd3f-49e9-985a-59218caab00f,Site Code,NXA07
260f1bf8-dd3f-49e9-985a-59218caab00f,OASIS ID,aocarcha1-37179
261cc53f-9761-45d7-b30c-9a160eb7e9c5,Site Code,RCO08
26335ad6-782f-484c-8ac8-b844cf2afed9,Site Code,SWI97
2635066e-3fb4-442d-8ea9-625477491152,Site Code,LMB86
2638df19-f05f-4cd1-bd92-48314c7df411,Site Code,170GRA89
264ef86d-8dbc-4e31-ac00-2ef2e4aa2efd,Site Code,GTD02
26535ec1-6dc5-44ff-9a3a-63e614d4c235,Site Code,MAC11
2662487a-448e-4248-93aa-994fcb138920,Site Code,HE-TG94
26684c85-88a0-4302-bea1-7e0e03e4fbd2,Site Code,TOA99
266d8e04-4d2d-425a-a886-2d5537ebb9b5,Site Code,L566/84
2673a53f-8ead-49ad-bf3c-b57e4b4c6db7,Site Code,OLI00
26769a07-5981-4d6f-83cc-578d9f4815d6,Site Code,PW93
268bae74-8aea-46e7-986a-8175503b1826,Site Code,HET12
268bae74-8aea-46e7-986a-8175503b1826,OASIS ID,preconst1-141860
268cbfed-39b1-4400-b03c-06c5de7ad2ff,Site Code,PHS93
26948ef0-eb19-4299-99ff-d103a183f927,Site Code,SSZ05
26973c89-1485-4935-a08d-55cd91220bcb,Site Code,SB76
2697c95f-e2fe-4bd6-85b6-e3d4771dc75a,Site Code,STI11
269a1307-4a26-41c3-92be-3dab88042f7d,Site Code,ONE94
26a5bb5c-f3b9-44b4-9976-081cf1d89ad6,Site Code,BTY10
26a5bb5c-f3b9-44b4-9976-081cf1d89ad6,OASIS ID,preconst1-78556
26b26a76-47c7-4398-86c6-278ab6876e79,Site Code,CHH92
26e0d6b2-1ba6-46e8-854d-686c6be984ef,Site Code,ALG84
26e6b2b1-90e9-48b4-bbcd-173c95a19020,Site Code,FEE99
26eab442-8e75-40ad-802f-98ea574752ca,Site Code,PTT05
26eab442-8e75-40ad-802f-98ea574752ca,OASIS ID,archaeol7-11497
26f05bc9-1871-4e9e-99c8-afa54e9e3e68,Site Code,BEI 02
2702991a-4f3a-4e96-91ce-70fa7ba5136c,Site Code,MHC05
2704223b-cc98-4731-879c-41cea2148826,Site Code,DNH00
270457d2-1237-4c26-8c3f-bd578f89e7d7,Site Code,OCR97
271f9ccb-4654-44ef-9fe4-02c2327757f9,Site Code,FAH05
271f9ccb-4654-44ef-9fe4-02c2327757f9,OASIS ID,preconst1-10892
272310a1-404c-4b9c-9c47-fef7917ea40d,Site Code,BOK92
2740fdb9-e522-46f7-a852-ce0167e49a0d,Site Code,CKW99
274179d9-aa70-4d59-8692-8d4155e9b9cf,Site Code,JMQ07
274b523c-629a-454f-8c4e-f6c3aaa7e0cb,Site Code,BKH13
274b523c-629a-454f-8c4e-f6c3aaa7e0cb,OASIS ID,archaeol6-151843
274cffbc-7070-42fb-9a70-4c4ac3779739,Site Code,SPA93
27551a94-45d9-4b0f-babc-f8c85167f1ab,Site Code,POE10
2757971b-f535-4e69-b06f-88c19354f30f,Site Code,BPB05
2757971b-f535-4e69-b06f-88c19354f30f,OASIS ID,molas1-27239
2758df0f-8778-4524-82f7-a61725e142f0,Site Code,JFC03
275c1d1d-b805-4f1a-b981-3af5d6ec223d,Site Code,PKC01
2764c684-31e8-442e-b69b-f2e955e6cf68,Site Code,LR80
27681bc7-c19c-46a3-a460-d78212a001d2,Site Code,GM154
276b0d0e-d659-4281-8deb-516ef8b5c853,Site Code,TWB09
276f3b1d-9892-4d33-950e-e341eead5b00,Site Code,DRC06
27709cd2-1d1f-4224-9595-65fde5f84d1c,Site Code,BDW95
2774fd51-d529-487b-9789-df941ab09976,Site Code,DVE07
27772381-b852-4661-8e8c-e783c88e1459,Site Code,GM293
277cd5be-51a2-44d5-a381-d03edc42f92d,Site Code,BID83
27847a7d-0c4a-4f75-83a9-79d64984eaec,Site Code,HOP83
27893347-7f18-4a01-846e-85fee215b5d8,Site Code,WET89
2791dc71-f8fe-4978-afd4-30de19b35011,Site Code,GM4
279c0683-852d-46a7-8908-2ef87ba72dea,Site Code,WLE92
27a088a1-0e9a-471b-9639-489a89a09ce9,Site Code,EDN95
27a3a874-f684-47d5-9d5d-fad7860634d5,Site Code,GDI07
27a3a874-f684-47d5-9d5d-fad7860634d5,OASIS ID,aocarcha1-37960
27a3c8fe-4674-4087-af7c-013119d0620d,Site Code,SUK97
27a584c1-d43a-4528-b0e1-bb0420bc43e9,Site Code,STA11
27a584c1-d43a-4528-b0e1-bb0420bc43e9,OASIS ID,molas1-119957
27abe72b-02c0-429a-8ce2-b364b3b4e7d7,Site Code,WFG12
27abe85f-ba7c-44e2-a91f-60a7879bcbe9,Site Code,LIL07
27abe85f-ba7c-44e2-a91f-60a7879bcbe9,OASIS ID,thamesva1-31117
27b97e23-4f7a-4ce9-a7fb-49b4c89dd1a7,Site Code,SIR92
27c5a77a-0b8f-438f-8ebb-05966a509830,Site Code,SQE10
27cbfae7-a7c2-48fa-8935-371e7f9f4c18,Site Code,TOL101
27ce75f9-c39e-43fb-a82c-76556ffc0c6f,Site Code,BYQ98
27dfb016-efa4-4ef9-878a-2e0e2cde89b7,Site Code,HSH97
27e506d4-7072-4f35-ab80-32e08288be6a,Site Code,DNN12
27e506d4-7072-4f35-ab80-32e08288be6a,OASIS ID,preconst1-131658
27e52104-4f5a-404e-9b5c-08b1a2ae2bc8,Site Code,WEH95
27eba04c-9a5e-4a2d-b09b-aebe73a1fd80,Site Code,FBQ10
27fd0b87-ec12-42fd-b0f6-7bc0ca0818d6,Site Code,BFU06
27fd0b87-ec12-42fd-b0f6-7bc0ca0818d6,OASIS ID,enfielda1-17880
280a200e-f0ca-48d1-a287-faf997a93e30,Site Code,BC74
28163c44-a7ff-4d8b-ad70-8af3577453b3,Site Code,FKN01
281c1a42-8578-48ea-b5ae-713eb52ca2ea,Site Code,ORY99
281d0f2e-5aab-405a-ae25-cc74042c4f35,Site Code,BGX05
281df2ef-dfa3-4fa7-bc1b-23343924dd6f,Site Code,MYK03
2826260e-bd93-46c8-83f1-a4e6e2360d2a,Site Code,OL-03907
2826260e-bd93-46c8-83f1-a4e6e2360d2a,OASIS ID,preconst1-39520
2827dae5-6108-4de8-a331-c627ab5a3572,Site Code,CAD99
282e0a58-60ed-4a85-b3df-39380a1d399e,Site Code,WLN98
28316511-657b-4c13-a4a8-416ee8a0e28d,Site Code,ZOO97
283eec5a-405a-4c2b-8a7c-7d535e682b91,Site Code,OEC09
2840ed4f-faa8-4a8e-bacc-7caa14333bfd,Site Code,YKW01
285a254b-cf7c-48ac-bc81-2d3febadb4ab,Site Code,BWE00
285c8143-45f1-40d3-92ff-8917a686e118,Site Code,SNC96
28717cc2-fe64-44a1-9a8f-1d9e9b04540f,Site Code,WED96
2878a887-3da0-43b9-9733-57484c2b70c7,Site Code,GM45
2879e2a5-823a-4cf5-9557-f37ddce05523,Site Code,ALF08
288414c1-9deb-48fd-8dc4-752e18d3dc88,Site Code,ESA02
288bbb99-d881-48a2-a2d7-5b37a4903170,Site Code,WO-GW93
2890c81e-c8ef-4319-a5cc-b45867d9ed70,Site Code,LEA84
28984154-62a9-4785-91c4-04211ef188ab,Site Code,CWH90
2899c9b9-030d-4353-8e11-e2b8cdcb7bcb,Site Code,GOR00
289dfeb0-285a-4bab-a07d-a51782f61816,Site Code,POU05
289dfeb0-285a-4bab-a07d-a51782f61816,OASIS ID,molas1-26833
289e028b-e0e8-4c90-bffa-b4013194a65f,Site Code,AGA85
28a38f3c-f227-4f01-8728-c6cc14e44598,Site Code,SSL84
28c49c90-9bfb-4e90-9f27-e493db5f0deb,Site Code,L311/77
28c6db79-9481-47dc-8f2b-98463b87e7f5,Site Code,FTS97
28d886df-5355-4dce-936e-6555935c6ff3,Site Code,TWW93
28e3f1cc-c2b6-4e5c-b8a1-306c24d0d016,Site Code,TLY95
28e415a0-2615-477a-a95c-aa68f5a189da,Site Code,BLF01
28eab304-13fa-49a1-8737-588872603889,Site Code,64BHS74
28eeff60-d255-4be5-b9d9-ab1bdd5b873f,Site Code,OLA01
28f39c3a-cdc9-4a67-ae00-82088b4dba76,Site Code,L491/80
28f9a5ae-7014-4696-bf25-610d1461ba0d,Site Code,TR74
28feb106-c5cc-4a94-bdb9-c7e45579fd5d,Site Code,BWK03
2908fcf2-566c-424a-a9b7-b7d22999d710,Site Code,BVA08
290b88c0-8fbc-468c-b45d-64b9f6465d59,Site Code,TOL88/TOL93
290d3107-657e-4a15-be5d-1c9cad4cb424,Site Code,OCH11
290e4dea-9c38-44fd-80c9-95840a6867e8,Site Code,WGH93
290ed228-7e42-477d-8373-e92f30057d84,Site Code,CVW00
29105643-48c2-48f7-9be4-246b3a6d5a34,Site Code,HED99
29125db5-b22d-4092-8a3b-e22357d91bcf,Site Code,TZH08
29125db5-b22d-4092-8a3b-e22357d91bcf,OASIS ID,compassa1-59235
291c5f77-2221-4204-8348-1697223182ac,Site Code,KGF08
2925d6ae-6576-4e73-afcc-87025e7e45ce,Site Code,FFL01
292bdca5-1a6e-4f72-9679-71d0a4ddabd6,Site Code,HFP94
292f382e-b1de-469c-89f7-4c3a026fa92a,Site Code,MAE95
29335e53-b484-4a02-9911-4d6fe70258cb,Site Code,GCCM02
29335e53-b484-4a02-9911-4d6fe70258cb,OASIS ID,enfielda1-72573
29368607-2ec7-4dc1-9b70-26a1e351ff96,Site Code,BC75
293f1237-9923-47e4-aa97-2082fa76a063,Site Code,CHWH83
2946a9d5-bbe7-4391-a3d7-ddeef5476754,Site Code,COG98
2947add6-96fc-42af-9dd9-26fb39baaafa,Site Code,LNN97
294fc74e-39fa-4d3e-8b96-0a7ffdc5e210,Site Code,WKE02
295451be-6fca-48a1-b61f-4bef1c74f589,Site Code,RCC98
29560d2b-15a5-4a65-a4af-750d73a46361,Site Code,PDY99
295f5921-c2c7-4a38-895b-1d951e29d3c4,Site Code,END13
295f5921-c2c7-4a38-895b-1d951e29d3c4,OASIS ID,archaeol6-168417
29639d93-c502-41fa-a835-1c2de910eb80,Site Code,WBR12
29639d93-c502-41fa-a835-1c2de910eb80,OASIS ID,molas1-159395
2964bb2c-d7d1-423f-94f9-3942ac493f0b,OASIS ID,compassa1-111310
297041b1-e24b-496b-9d5b-f9acdfccf0d1,Site Code,MCP04
2980ed51-733d-4ebe-a1e5-f24639c135dd,Site Code,GRY01
29819324-b2e4-4e98-b485-2ea23d49f27f,Site Code,LTU03
29819324-b2e4-4e98-b485-2ea23d49f27f,OASIS ID,aocarcha1-4139
2981bef7-3701-4d77-af5a-fb44bbe43231,Site Code,TOY94
29822618-acb3-4900-9e2b-f0030c14c4db,Site Code,KHK08
29822618-acb3-4900-9e2b-f0030c14c4db,OASIS ID,suttonar1-48430
29880708-10e2-4699-aa3d-af54b892cd95,Site Code,GPC00
298b5048-e95f-46e0-a0b2-5a16639c2d52,Site Code,WFG18
298d8d5c-a87d-40a4-bc3a-e93e867f9989,Site Code,SHG89
2998d3bd-c7e9-4690-a0e6-6872d6b9d3c0,Site Code,VNH07
2998d3bd-c7e9-4690-a0e6-6872d6b9d3c0,OASIS ID,molas1-33230
29a42ca6-f91b-4672-be6c-23b7acf84858,Site Code,GCI08
29a42ca6-f91b-4672-be6c-23b7acf84858,OASIS ID,molas1-53406
29aa0cfe-0fde-4869-9259-a5cb16d2ac11,Site Code,GRK01
29ab916b-7b7e-4088-b535-fa5e8fa0d818,Site Code,QVR00
29bdb9f0-8fe3-45ca-82dc-03c15522c8d2,Site Code,BA-RP94
29bf9d9e-18ec-4b73-b540-71c80af0279b,Site Code,BSR95
29c0d772-4cf0-4332-89b2-02e8de0ed87a,Site Code,TOL89
29c57ed8-c219-42cf-a9e1-203dc2dc095a,Site Code,L94/77
29e9240c-5c11-478f-966e-f075d29ce014,Site Code,KND82
29ed5bf3-1548-4a05-958a-7915e06266c4,Site Code,WYM07
29ed5bf3-1548-4a05-958a-7915e06266c4,OASIS ID,preconst1-49396
29f0f79f-4b38-4309-8c97-8c88e87c63c8,Site Code,PCP03
29f8b624-4ba5-49a3-9c00-04dd8116e25b,Site Code,28PS84
2a1d1ece-a991-4f4e-ab3d-d80550a4450f,Site Code,BXT02
2a1f2312-b53f-49ef-91c0-d0b428f35a50,Site Code,GER93
2a23ebb9-373b-4275-a6c5-262f33a86509,Site Code,YKW01
2a29d22c-2029-46d9-8648-f1cb14937816,Site Code,NCG05
2a29d22c-2029-46d9-8648-f1cb14937816,OASIS ID,molas1-22287
2a2e5a0b-bd94-49ff-b9fe-6f59a76e387a,Site Code,BND02
2a2f968f-73de-4734-9974-c5a455f57b80,Site Code,BCK12
2a2f968f-73de-4734-9974-c5a455f57b80,OASIS ID,wessexar1-132613
2a4678be-5e00-4cf0-b555-f866516d4a6d,Site Code,ROD05
2a4678be-5e00-4cf0-b555-f866516d4a6d,OASIS ID,aocarch1-10567
2a4b589f-bdde-47f4-9787-791d7e24a5c5,Site Code,EEL90
2a51c480-20a9-43df-af6d-89b577e03b8a,Site Code,NST94
2a5aae16-3614-401a-a23a-e9ed314e0c52,Site Code,PYN88
2a609cb8-993d-4849-a136-c1a6b39e19cd,Site Code,WO-HH91
2a623942-bf72-467d-832d-a3b72545dcd0,Site Code,SEI04
2a656406-9d18-4196-b0d4-cb4426e376f2,Site Code,PLK01
2a71dc6e-733b-461e-9016-f4d52e9f4e71,Site Code,HAJ06
2a71dc6e-733b-461e-9016-f4d52e9f4e71,OASIS ID,compassa1-21689
2a7a0b0d-296b-4165-8393-343ddcecc736,Site Code,NNE16
2a8087a4-7772-41a7-9c52-657927c39a07,Site Code,BGM96
2a85a9f8-c34a-4a7e-89cf-37b4e49cc741,Site Code,L204/80
2a96d9e8-6533-464b-ae75-818e0000c9c7,Site Code,WIH01
2aa1d094-f669-41df-b1a7-f2b4dc2d06da,Site Code,FUV01
2aad3ac0-6d1c-4370-8dd1-8f1e6987ba3c,Site Code,GME98
2ab15548-59e1-4880-b44f-0b261f448947,Site Code,THM89
2abc33a3-ce1b-48e3-af96-f30e1a531c50,Site Code,ATP01
2ac02af4-8cb9-4c99-b0ab-14972c438127,Site Code,BDO04
2ac3fd94-b264-43b9-b8f6-628a124d9810,Site Code,FRE78
2ac6c03e-d336-4c2b-8982-0d5f6bd01d09,Site Code,MRM02
2ac8c496-2069-45a2-8226-a8683a30d770,Site Code,CBG05
2ac8c496-2069-45a2-8226-a8683a30d770,OASIS ID,aocarcha1-21737
2acb5d46-748a-46dd-85cf-6cff3cde8181,Site Code,WRC03
2acd0980-8bd9-40ef-b203-8043d1427a3b,Site Code,OLK95
2add6da7-cdd5-43ac-ae1c-f8268cdde0b9,Site Code,DVP06
2add6da7-cdd5-43ac-ae1c-f8268cdde0b9,OASIS ID,molas1-17063
2ae683f9-3200-4404-9aad-1da2ec70de30,Site Code,AYG06
2ae683f9-3200-4404-9aad-1da2ec70de30,OASIS ID,wessexar1-6730
2af5d620-ef99-4b87-9107-98006dc8e46e,Site Code,MPW04
2af5f263-541b-4fc1-9fc6-697ff95c0965,Site Code,CSI86
2b2275b2-3038-45f2-ad8c-7bed628d7825,Site Code,L165/78
2b246fc0-6719-4d95-885a-7708c1158869,Site Code,NIA08
2b246fc0-6719-4d95-885a-7708c1158869,OASIS ID,wessexar1-46876
2b2ebb19-1f13-45a6-a25e-26485cbdf578,Site Code,WIM91
2b386ba2-ca91-4df5-8a15-818dda647fdb,Site Code,OCC93
2b49050a-46fe-4b7a-b0d8-05be4dbc8f6e,Site Code,OBL11
2b4c257d-18d8-415a-aa03-8bf6b1dac8dd,Site Code,GSO05
2b4fa7e1-d034-4a00-9596-e5373640bac5,Site Code,FUA02
2b57651a-534b-4105-bdc7-3c393b3a06b2,Site Code,OL-01307
2b57651a-534b-4105-bdc7-3c393b3a06b2,OASIS ID,preconst1-26643
2b604b39-1d80-496a-98e4-17bb0ff6546d,Site Code,HDM07
2b604b39-1d80-496a-98e4-17bb0ff6546d,OASIS ID,aocarcha1-34733
2b697c08-d0d7-432c-bcd5-5971c997744f,Site Code,FAS02
2b79a209-26ed-4e71-a593-3bc2265dc989,Site Code,DMC06
2b82daaf-536b-4a0f-81b4-707d3dfe29e6,Site Code,MRB90
2b867481-cd62-4d0e-8499-80f78c7d2659,Site Code,AHC07
2b874dcb-1fc0-4f7c-890f-0ca41cada041,Site Code,CKA02
2b87a03d-3d59-43b0-a7dd-35638b342821,Site Code,GAY VI
2b8eb8b1-da66-4a96-a335-d1d827c80a8b,Site Code,BHL95
2ba929ce-e240-4c70-b6b8-594391d5b8bc,Site Code,RSA08
2bab05d6-5535-49a7-8d79-60ed94de00cb,Site Code,HBG05
2bb4e488-cb04-4510-a99c-ec946267b05a,Site Code,TIH07
2bb4e488-cb04-4510-a99c-ec946267b05a,OASIS ID,preconst1-33437
2bbb0b3e-29dc-4b0b-a79b-a0833d100542,Site Code,RLB02
2bbe03cc-bc2d-4de1-a51b-b7eecd30631a,Site Code,TBO00
2bc19052-c5dc-4b48-8845-f67aeb7f0910,Site Code,RLP05
2bc7ad4d-de2c-4943-a947-ca52f4eb2ca9,Site Code,LBH94
2bca654c-1b41-4c9f-9d8a-98fee14a1f28,Site Code,LMZ06
2bca654c-1b41-4c9f-9d8a-98fee14a1f28,OASIS ID,molas1-19516
2bceec12-d330-464c-8143-6e630b6fb27d,Site Code,GIG05
2bde5635-c746-466e-865f-27fa03f0314a,Site Code,LOW88
2be36f25-275b-4eab-9707-4f7a18501886,Site Code,GM91
2beffb3c-ebd3-43d6-a9b8-3ff9326678b8,Site Code,CKG95
2bf1c1f4-f16c-497f-b8b3-54e8e4f659c6,Site Code,BLX07
2bf1c1f4-f16c-497f-b8b3-54e8e4f659c6,OASIS ID,compassa1-44877
2bf80dc3-5a0a-4a61-9716-743c0784fade,Site Code,KDX07
2bf80dc3-5a0a-4a61-9716-743c0784fade,OASIS ID,preconst1-114103
2bff0e18-d455-468b-b701-3bc30b3be9e1,Site Code,WRH01
2bff36f1-8e1b-4c55-b7d4-c50191263a59,Site Code,MPB09
2bff36f1-8e1b-4c55-b7d4-c50191263a59,OASIS ID,preconst1-66087
2c009254-078a-42b0-9886-89f4a8249bc9,Site Code,THA13
2c08fd39-0dd8-439e-aab8-4861e94f4c29,Site Code,SMP95
2c10888b-1bb8-43f8-b2ac-d33772d49679,Site Code,NAR10
2c10888b-1bb8-43f8-b2ac-d33772d49679,OASIS ID,aocarcha1-80363
2c1244b4-2ad2-47d2-8693-a2c856a7018f,Site Code,WFY99
2c164e08-357c-40c4-ace6-a07e93619c31,Site Code,TKL99
2c196cbb-2a97-456d-acf5-77d74eaaffe4,Site Code,ATD04
2c19f5ca-40de-4e68-891d-1ec20cbdee45,Site Code,URD98
2c206739-00a6-482b-a0e0-99c9fe81327d,Site Code,ROE98
2c2b08d9-e211-4589-86bd-b123137935c7,Site Code,LGZ07
2c2b08d9-e211-4589-86bd-b123137935c7,OASIS ID,preconst1-27368
2c32323a-6ee0-4835-83c4-0fb65e8fde48,Site Code,RON90
2c33644f-73c6-4e21-8c24-aaf53683a105,Site Code,L525/85
2c3d12de-6d7f-4546-a27d-0bbb3557887f,Site Code,PAU97
2c4307ba-6e8a-4d07-b757-c0ea9b7c5992,Site Code,WLN98
2c491f40-a583-491e-9d69-2eaeb55a76ba,Site Code,OLK95
2c4a2646-6eff-400e-8d50-5f2565dee249,Site Code,WSB95
2c5a1b51-0917-449b-a1d2-db7eb7a41481,Site Code,BSE94
2c60462e-b5d5-4448-acad-56a841800110,Site Code,BHM88
2c8a70d2-2b49-47ca-b0ad-1c2a4ba16562,Site Code,SBW05
2c9845f2-5bba-4525-b220-0ece9143a474,Site Code,GM34
2c99e908-bdda-48fe-834c-7e1afbc26b51,Site Code,BWR93
2c9df4f9-090b-4c1f-b4ef-6f5507367e6b,Site Code,BLZ07
2ca758c0-e939-4849-96c0-5ab647ea1d56,Site Code,LBN08
2cc4ac79-698f-4d25-911f-bf7f1f1b5e34,Site Code,BIK02
2cc6396e-23c8-421c-8431-c5e13b7d3520,Site Code,BFV04
2cf386af-819d-4cfa-9a6e-1d1ec9434dcb,Site Code,SHC11
2cf386af-819d-4cfa-9a6e-1d1ec9434dcb,OASIS ID,aocarcha1-108996
2d02715b-3834-415e-be5f-5caf6c54c8eb,Site Code,EIS09
2d02715b-3834-415e-be5f-5caf6c54c8eb,OASIS ID,molas1-63851
2d07f05f-7300-4108-a586-11888b19ebdb,Site Code,CCP04
2d1e0f74-5641-4b29-9363-ce5e2c90bb18,Site Code,TWY03
2d26bb59-cf07-4453-a42f-b66d814bc067,Site Code,CLX05
2d2714e9-d78e-4c28-b443-2b9f7b0b99c9,Site Code,SCD72
2d2b7f13-a4d4-4482-827f-2a89d66a5dd3,Site Code,SWF03
2d34d190-f61c-4e0c-9ec5-7e8818ae8186,Site Code,TSW09
2d3d07e1-ebcc-4917-b301-480e6a4b3e1d,Site Code,WGA07
2d3d07e1-ebcc-4917-b301-480e6a4b3e1d,OASIS ID,wessexar1-70070
2d3de794-9ff8-42a0-b557-1d8a503afd08,Site Code,QVT95
2d4ea64b-0d6a-494c-b0c2-11c2ba7affcf,Site Code,COL81
2d66cb30-fcef-41d6-8a05-b6cf75b36a7a,Site Code,YKW01
2d677fa3-8c71-4b4d-8fe6-0d97fa0c65f6,Site Code,SLA98
2d6b7991-1d67-48c2-8c70-52438336cd1d,Site Code,SYS94
2d72ffb3-5b59-4fa5-96f6-ace2ebdb38c5,Site Code,GEL98
2d7ac1a2-448e-4ae7-a083-99969ea92ecf,Site Code,HPW16
2d7ac1a2-448e-4ae7-a083-99969ea92ecf,OASIS ID,oxfordar1-265212
2d7ac1a2-448e-4ae7-a083-99969ea92ecf,LPA Planning Reference,14/0790/DD01
2d7d0268-3551-4451-a797-be7327d31fcb,Site Code,MGV03
2d871536-b87e-49d7-9a12-71b3f97227ba,Site Code,ACM03
2d8d8fa6-813d-4b80-95f9-076d14f0bcee,Site Code,ETB05
2d8d8fa6-813d-4b80-95f9-076d14f0bcee,OASIS ID,oxfordar1-31971
2d906ada-0efd-4855-9180-7a371b9c6f78,Site Code,AAL10
2d9d17b4-e689-4d89-bc25-e0f295e964bb,Site Code,SGK08
2d9d17b4-e689-4d89-bc25-e0f295e964bb,OASIS ID,molas1-57387
2da49d8b-f79c-4f39-ad7e-ddd200f097d2,Site Code,MCF06
2da71fad-35ab-4e91-b50e-06700e9a6f7f,Site Code,TOL60
2daa619e-f8b1-48eb-b5fe-72fee6388cd8,Site Code,YKW01
2dae3810-2480-4de1-ac33-9bdff1a80de9,Site Code,SSE94
2db5e9c8-6414-45a7-b828-4f66755a6ce2,Site Code,THO76
2dbd6c9f-9b8e-4a09-bdde-1a418bbc8058,Site Code,DDC06
2dc1a4f3-840b-4412-9795-cf2167be297c,Site Code,CPC70
2dc29621-8523-4049-bd71-d9ec42442105,Site Code,HMC01
2dc5df46-e2b2-4b28-b363-09f36e6ea3eb,Site Code,CYX08
2dc5df46-e2b2-4b28-b363-09f36e6ea3eb,OASIS ID,molas1-60224
2dded237-3fb5-4141-a4b7-51259b66fdb4,Site Code,YKW01
2de9bde6-0886-4243-8b3e-ac3b9ac53170,Site Code,UND12
2df47cd9-350b-4c40-9fb6-1074ca4e4560,Site Code,CUN95
2dfa1918-6741-48e6-87fe-f44646adbd3c,Site Code,TOL97
2dfdf5f9-8725-4f91-96dc-79626802087f,Site Code,LME01
2e055b7a-d7ff-451f-96ea-8ad760372076,Site Code,SBS97
2e08aabe-6687-4acb-b035-4c53242ad1c5,Site Code,WFG1A
2e0a95a1-dd58-4b17-ba88-cd0e2dc03163,Site Code,UCH09
2e0a95a1-dd58-4b17-ba88-cd0e2dc03163,OASIS ID,wessexar1-65521
2e0e434b-8c50-40f8-88c2-10d3e6bb929f,Site Code,BAN95
2e16f859-c76d-44e8-8cfd-3befc2a8502d,Site Code,BFL97
2e217b72-ece8-4f8c-9af3-015f3a110093,Site Code,OLF99
2e225fe8-91c4-4f88-b6f8-44498972b83f,Site Code,RDW01
2e26039e-15b5-4dfd-a4d9-3255d1b6429c,Site Code,KHY45
2e43162e-a3e0-4d55-9e86-5b221e5ac9d2,Site Code,UX88
2e56a513-3300-425d-935f-5c63ace2525b,Site Code,BWO04
2e5c3271-c837-43b9-8e99-1ee50956a57a,Site Code,HYS16
2e5c3271-c837-43b9-8e99-1ee50956a57a,OASIS ID,preconst1-303722
2e6fcb5a-477e-415f-974b-5ddae1078c8c,Site Code,LOS03/2
2e7003d0-7aa6-4016-b04f-068c9009abc8,Site Code,KXS01
2e7003d0-7aa6-4016-b04f-068c9009abc8,OASIS ID,molas1-27237
2e868ca3-f5ee-4120-b600-80a2f828ad73,Site Code,OKW14
2e868ca3-f5ee-4120-b600-80a2f828ad73,OASIS ID,aocarcha1-160958
2e924aee-99bf-40d4-9b92-1396d61025aa,Site Code,WT-PP95
2e93c85f-8301-40c8-a238-ed9e22a7c3ab,Site Code,DUE94
2e949654-8351-4e46-a1d8-4b67f3b7711b,OASIS ID,quaterna1-246241
2eaad15b-6a8a-4761-8e73-19aac5946b6a,Site Code,SSZ05
2eaad15b-6a8a-4761-8e73-19aac5946b6a,OASIS ID,thamesva1-36263
2eb8663c-2349-46d5-aa36-a8059ad7d45a,Site Code,SAW98
2ec30a37-5aca-4037-b6bc-77035f14a13b,Site Code,GM48
2ec58a09-3b28-4843-ae78-87dd7955ceb3,Site Code,LAS01
2ec75e41-b244-468d-aaf0-c184da23406d,Site Code,SON85
2ecd5b5a-bf5e-4e2f-9dfe-1d89162fb9c6,Site Code,EAG87
2ece4072-fb56-4232-97e6-a440f74c5f5f,Site Code,PRA13
2ece4072-fb56-4232-97e6-a440f74c5f5f,OASIS ID,preconst1-165442
2ed00e58-960e-4803-961a-4cfc0357c12c,Site Code,HGF94
2ed1c1a3-ab30-4806-abd0-f71aeb1d2b43,Site Code,GTE98
2ef46f7d-22bb-4539-acec-76ed8ca11d93,Site Code,HAG80
2ef4e8bd-5eaf-4cf5-95d7-f847b2d67bfc,Site Code,SJO95
2ef695da-2219-42ba-b577-e69c63de1d5d,Site Code,DYR09
2ef695da-2219-42ba-b577-e69c63de1d5d,OASIS ID,preconst1-73257
2efcb1e4-1352-4678-9d9a-20d20c4704d3,Site Code,ILF-UC87
2f07e21c-cbd0-4260-9d17-d4a7d6bc5b31,Site Code,CRW93
2f1106f5-2151-4dfa-b9c5-eef58fca156c,Site Code,GGY07
2f13d124-af8f-41db-9aca-f8431aff9e53,Site Code,NMS01
2f180d42-a7e9-4ec2-868b-3559da372923,Site Code,MIK01
2f1a026b-7980-4d87-8758-85362bec37da,Site Code,WP83D
2f2ecacf-c4c6-4393-8389-077f1de4cb56,Site Code,CTQ10
2f2ecacf-c4c6-4393-8389-077f1de4cb56,OASIS ID,oxfordar3-90587
2f333a0c-b062-403c-a3ed-4b7e7b062cb2,Site Code,HAK08
2f3531d2-666b-47a8-80da-7ae8359e0f8e,Site Code,GM260
2f3e001c-a61f-4d2e-b36d-d90db1670b8f,Site Code,ALM13
