ResourceID,Monument Type,Evidence,MainBuildingMaterial,CoveringMaterial,Component,Parent_UID,YearFrom,YearTo,DispDate,Period,Note
0c112a0c-d948-4f63-8197-8472fac02053,Findspot,,,,,0,43,409,Roman,Roman,
0c11eaf5-2e1b-43ed-aecb-fcdda3197c09,Public House,,,,,0,1800,1832,,,
0c12eee1-6ebc-4d70-bc77-d566bfe2f52c,Findspot,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c13648b-ab1b-41db-8178-4ecfb255a8de,Barn,,,,,0,1066,1539,Medieval,Medieval,
0c1443af-6e1d-4038-a5a1-8e62c3e2d644,Culvert,,,,,0,1066,1539,Medieval,Medieval,
0c1466f8-536a-4dc7-bc7d-498100de28a3,Findspot,Find,,,,0,1601,1800,,,
0c18b0a0-5263-4eee-aaea-9fdbe7c05fc9,Public House,Demolished Building,,,,0,1875,2013,,,
0c18b0a0-5263-4eee-aaea-9fdbe7c05fc9,Soakaway,Excavated Feature,,,,499959,1801,1900,,,
0c18b0a0-5263-4eee-aaea-9fdbe7c05fc9,Pit,Excavated Feature,,,,0,1801,1900,,,
0c18b0a0-5263-4eee-aaea-9fdbe7c05fc9,Cellar,Excavated Feature,,,,499959,1801,1900,,,
0c1e522c-ef22-4b1f-9d4b-c5970e908ebc,Building,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c1e522c-ef22-4b1f-9d4b-c5970e908ebc,Cess Pit,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c1e522c-ef22-4b1f-9d4b-c5970e908ebc,,,,,Foundation,26581,1540,1900,Post Medieval,Post Medieval,
0c1e7b38-16a0-490c-b1b0-72c13a407526,Terrace,,,,,0,1800,1832,,,
0c1e7b38-16a0-490c-b1b0-72c13a407526,Terraced House,,,,,0,1800,1832,,,
0c1f6291-1f28-401f-a414-66060267f07b,Palisade,,,,,0,43,409,Roman,Roman,
0c201372-ac32-435f-ac11-1026b5f8d151,Hat Factory,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c219732-d3cc-4566-ba7e-3ded9d8b1145,Moated Site,Documentary Evidence,,,,0,1066,1539,Medieval,Medieval,
0c21e995-7a9d-4a87-b780-215375601297,Inns Of Court,,,,,0,1887,,,,
0c21e995-7a9d-4a87-b780-215375601297,Gate Lodge,,,,,0,1887,1887,,,
0c252cef-cfce-43ea-af93-8f4f5f9a7964,Bank (Financial),,,,,0,,,,,
0c26043c-0150-484e-9da5-3d76491dbdfb,Floor,,,,,0,1066,1539,Medieval,Medieval,
0c26043c-0150-484e-9da5-3d76491dbdfb,Floor,,,,,0,410,1065,,,
0c26043c-0150-484e-9da5-3d76491dbdfb,Floor,,,,,0,410,1065,,,
0c26043c-0150-484e-9da5-3d76491dbdfb,Building,,,,,0,1066,1539,Medieval,Medieval,
0c26043c-0150-484e-9da5-3d76491dbdfb,Building,,,,,0,410,1065,,,
0c26043c-0150-484e-9da5-3d76491dbdfb,Building,,,,,0,410,1065,,,
0c28ff5c-4acf-41e5-9334-f35d9cecc8c2,Chapel,Documentary Evidence,,,,0,1201,1953,,,
0c296106-7084-4455-8385-6c49733909d7,Garden Wall,,,,,0,,,,,
0c2a6f95-76be-452b-aab7-d7374b8c2436,Findspot,,,,,0,1066,1539,Medieval,Medieval,
0c2da19d-f6c9-4ae4-a353-2d2b49b6db5c,House,,,,,0,1767,1799,,,
0c2da19d-f6c9-4ae4-a353-2d2b49b6db5c,Butchers Shop,,,,,0,,,,,
0c2efa10-49c0-4bd9-b550-9f7fdc2ec711,Building,,,,,0,43,409,Roman,Roman,
0c2fb28b-c7d8-445c-a038-47989422957a,Occupation Site,,,,,0,1066,1539,Medieval,Medieval,
0c2fb28b-c7d8-445c-a038-47989422957a,Surface,,,,,0,1066,1539,Medieval,Medieval,
0c31e100-a5a2-4cb5-8d41-b4c1b0bfb7e2,Railings,,,,,0,1745,1785,,,
0c31e100-a5a2-4cb5-8d41-b4c1b0bfb7e2,Vicarage,,,,,0,1800,1832,,,
0c31e100-a5a2-4cb5-8d41-b4c1b0bfb7e2,Vicarage,,,,,0,1745,1785,,,
0c32d2a3-ed6f-4466-8063-a05c0686d47e,Workshop,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c347dad-1bc0-4b8d-a42f-74812b34dee5,Moat,,,,,0,1066,1539,Medieval,Medieval,
0c347dad-1bc0-4b8d-a42f-74812b34dee5,Moat,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c3746be-947c-4c65-9e7e-07434c68c93b,Lamp Bracket,,,,,0,1767,1799,,,
0c3746be-947c-4c65-9e7e-07434c68c93b,Gate,,,,,0,1767,1799,,,
0c3746be-947c-4c65-9e7e-07434c68c93b,Wall,,,,,0,1767,1799,,,
0c3746be-947c-4c65-9e7e-07434c68c93b,Railings,,,,,0,1767,1799,,,
0c3746be-947c-4c65-9e7e-07434c68c93b,Plaque,,,,,0,1935,1935,,,
0c3746be-947c-4c65-9e7e-07434c68c93b,Commemorative Monument,,,,,0,1935,1935,,,
0c3746be-947c-4c65-9e7e-07434c68c93b,Vicarage,,,,,0,1767,1799,,,
0c39a5d8-534c-437b-9c94-fc76f5491201,Detached House,,,,,0,,,,,
0c3c6f33-6c11-4bf0-992e-5143358e683d,Clock Tower,,,,,0,1907,1907,,,
0c3cb44d-fd35-4597-b7e9-3b71e870cd1a,Terraced House,,,,,0,1780,1820,,,
0c3d8e20-a404-4c6f-8d90-3f6582055e50,Telephone Box,Extant Building,Cast Iron,,,0,1935,2050,,,
0c3f3315-7492-48ce-99e8-c415ed3fc86c,Riding School,,,,,0,1823,1824,,,
0c3f3315-7492-48ce-99e8-c415ed3fc86c,Barracks,,,,,0,,,,,
0c40b469-977f-4382-aa78-acf5e0922247,Terraced House,,,,,0,1760,1769,,,
0c40b469-977f-4382-aa78-acf5e0922247,Town House,,,,,0,1760,1769,,,
0c40b469-977f-4382-aa78-acf5e0922247,Railings,,,,,0,1760,,,,
0c4288ff-de90-4f5a-a10a-351371521fae,Landfill Site,Sub Surface Deposit,,,,0,1801,1999,,,
0c4299be-4e17-418d-a702-f4c23f3b2ac2,House,,,,,0,1800,1832,,,
0c44a877-a949-4e9a-a63d-7ca94d1903d5,Gatehouse,,,,,0,1201,1300,13th Century,Medieval,
0c44a877-a949-4e9a-a63d-7ca94d1903d5,Gatehouse,,,,,0,1600,1632,,Post Medieval,
0c44a877-a949-4e9a-a63d-7ca94d1903d5,Gatehouse,,,,,0,1932,1932,,,
0c44a877-a949-4e9a-a63d-7ca94d1903d5,Timber Framed Building,,,,,0,1200,,,,
0c46c7fc-3dd4-4a73-b4f3-79bd875dca06,Wall,Extant Building,Brick,,,0,1501,2050,,,
0c46ee25-df91-45ce-a404-a8f9d5fb0ad1,Ditch,,,,,0,43,200,,,
0c476753-eeeb-4ff9-8e2d-f9c014063b61,Railings,,,,,0,1867,1899,,,
0c476753-eeeb-4ff9-8e2d-f9c014063b61,Hotel,,,,,0,,,,,
0c476753-eeeb-4ff9-8e2d-f9c014063b61,Terrace,,,,,0,1867,1899,,,
0c476753-eeeb-4ff9-8e2d-f9c014063b61,Terraced House,,,,,0,1867,1899,,,
0c478fb2-9811-44f6-8184-485a08b19e4e,Terrace,,,,,0,1800,1832,,,
0c478fb2-9811-44f6-8184-485a08b19e4e,House,,,,,0,1800,1832,,,
0c4a6cd5-c89e-4ea1-bf5a-e56b77b213c6,Bollard,,,,,0,1800,1832,,,
0c4b49f0-45ab-4b8e-bcaa-0c236803f563,Drain,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c4b88e8-7522-450d-bfd8-3d92a2877180,Drain,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c4bed6e-2a3d-417b-bda0-dab209b76545,Findspot,,,,,0,-500000,42,,,
0c4bed6e-2a3d-417b-bda0-dab209b76545,Findspot,,,,,0,43,409,Roman,Roman,
0c4fab10-650b-4bd9-a536-72dea4388ef5,Terraced House,Demolished Building,,,,0,1801,1970,,,
0c518504-e354-4887-802c-434a6738e4d4,Clergy House,Extant Building,Brick,,,0,1883,2050,,,
0c518504-e354-4887-802c-434a6738e4d4,,,,,Porch,500162,1883,2050,,,
0c518504-e354-4887-802c-434a6738e4d4,,,,,Oratory,500162,1883,2050,,,
0c518504-e354-4887-802c-434a6738e4d4,,,,,Parapet,500162,1883,2050,,,
0c518504-e354-4887-802c-434a6738e4d4,,,,,Tympanum,500162,1883,2050,,,
0c518cc8-3093-4b78-b9cc-8bce63ba826c,House,,,,,0,1700,1732,,,
0c518cc8-3093-4b78-b9cc-8bce63ba826c,Inn,,,,,0,1700,1732,,,
0c518cc8-3093-4b78-b9cc-8bce63ba826c,House,,,,,0,1800,1899,,,
0c518cc8-3093-4b78-b9cc-8bce63ba826c,Inn,,,,,0,1800,1899,,,
0c52b782-a080-422f-8919-55ac5c14d9dd,Building,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c52b782-a080-422f-8919-55ac5c14d9dd,Wall,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c551ffa-5c13-4287-ae26-29f08fd6be30,Cemetery,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c55d9fd-e298-483c-96a3-990a0a43ab94,Wharf,,,,,0,43,409,Roman,Roman,
0c55d9fd-e298-483c-96a3-990a0a43ab94,Revetment,,,,,0,43,409,Roman,Roman,
0c5771e0-c563-4777-97ba-1dc4ed67b850,Shop,,,,,0,1882,,,,
0c5771e0-c563-4777-97ba-1dc4ed67b850,Commercial Office,,,,,0,1882,1882,,,
0c58452f-4a30-4446-b0d8-e1f991494fc9,Building,,,,,0,1833,1899,,,
0c596bb7-1d88-4587-b8ce-a013ac4332c7,Squadron Office,Extant Building,Brick,,,0,1928,2050,,,
0c596bb7-1d88-4587-b8ce-a013ac4332c7,Watch Office,Extant Building,Brick,,,0,1928,1950,,,
0c596bb7-1d88-4587-b8ce-a013ac4332c7,,,,,Architrave,484860,1928,2050,,,
0c5a379d-01cc-4327-a65a-f99f7044ca47,Lamp Post,,,,,0,1867,1899,,,
0c5a761b-65b5-416c-a659-de3dda72a2c8,Hydraulic Accumulator Tower,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c5aa230-5d83-45ef-9416-eab180566a4e,Pit Group,,,,,0,1700,1900,,,
0c5b95de-03b4-4a4b-981c-8add0bf0ac72,Water Channel,,,,,0,,,,,
0c5d85f1-1b73-425a-80a8-4cbe3f2afa13,Wood,,,,,0,43,409,Roman,Roman,
0c5f216e-09db-4da7-82a5-f15531590748,Outbuilding,Extant Building,Brick,,,0,1879,1950,,,
0c5f216e-09db-4da7-82a5-f15531590748,House,Extant Building,Brick,,,0,1950,2050,,,
0c608a69-b758-4548-8771-3cbc02f972ef,Terraced House,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c611afc-b6f8-4d1a-bd59-7099c2040667,House,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c657a4b-77b9-4b67-ade2-f1f202bd2740,Tenement,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c657a4b-77b9-4b67-ade2-f1f202bd2740,Terraced House,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c6879f5-f392-4c3e-a070-af6f7e7953cd,Lodge,,,,,0,1733,1799,,,
0c6879f5-f392-4c3e-a070-af6f7e7953cd,Railings,,,,,0,1733,1799,,,
0c6879f5-f392-4c3e-a070-af6f7e7953cd,House,,,,,0,1800,,,,
0c6879f5-f392-4c3e-a070-af6f7e7953cd,House,,,,,0,1733,1799,,,
0c693ebe-a8bf-4df5-9027-26950c735445,Gravel Pit,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c693ebe-a8bf-4df5-9027-26950c735445,Quarry,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c6bb46e-7a3f-4d9a-a814-1a9f8352cf3c,Made Ground,,,,,0,410,1065,,,
0c6bc029-d19f-4c21-9df5-a6a0e4d172dc,Landfill Site,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c6dd118-9312-4ff4-b598-4fc50fa2e0b9,Linear Feature,Earthwork,,,,0,1066,1900,,"Medieval,Post Medieval",
0c6dd118-9312-4ff4-b598-4fc50fa2e0b9,Bank (Earthwork),Earthwork,,,,0,1066,1900,,"Medieval,Post Medieval",
0c6e6ae9-a1d6-4d38-aa97-fdadde9f86c3,Building,,,,,0,1066,1539,Medieval,Medieval,
0c6ef2dc-b85b-4ad5-b4ca-5479f8360ea4,Findspot,,,,,0,43,409,Roman,Roman,
0c71a03a-03be-48f1-a3dd-74ef737554dc,Findspot,Unstratified Find,,,,0,-500000,-150001,,,
0c71aabd-fc66-40b4-a85e-360cb72aa031,House,,,,,0,1800,1832,,,
0c71aabd-fc66-40b4-a85e-360cb72aa031,Building,,,,,0,1800,1832,,,
0c730f50-e1d8-4c1e-bf93-4f735dc3e8da,Wall,,,,,0,1780,1820,,,
0c730f50-e1d8-4c1e-bf93-4f735dc3e8da,Railings,,,,,0,1780,1820,,,
0c76a5d8-0dc3-4c19-a00e-2dc8d6096122,Rubbish Pit,Excavated Feature,,,,0,1540,1900,Post Medieval,Post Medieval,
0c76a5d8-0dc3-4c19-a00e-2dc8d6096122,Wall,Excavated Feature,,,,0,1485,1603,Tudor,Tudor,
0c76c5b5-6dc4-40f2-8e98-f8fa0fe76617,Detached House,Documentary Evidence,,,,0,1800,1950,,,
0c76c5b5-6dc4-40f2-8e98-f8fa0fe76617,Ornamental Fountain,Documentary Evidence,,,,0,1900,1950,,,
0c76c5b5-6dc4-40f2-8e98-f8fa0fe76617,Outbuilding,Documentary Evidence,,,,0,1800,1950,,,
0c7807b6-c0e3-4b53-b28b-363a8ff61a99,House,,,,,0,1830,1870,,,
0c7807b6-c0e3-4b53-b28b-363a8ff61a99,Steps,,,,,0,1830,1870,,,
0c7807b6-c0e3-4b53-b28b-363a8ff61a99,Coach House,,,,,0,1830,1870,,,
0c795069-6599-4c2d-b5f3-741b144a7088,Cultivation Soil,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c79c62f-5b7b-4b23-8395-d3aa7bfd0691,Legal Chambers,Extant Building,,,,0,1701,2050,,,
0c79c62f-5b7b-4b23-8395-d3aa7bfd0691,,,,,Mansard Roof,462925,1701,2050,,,
0c79c62f-5b7b-4b23-8395-d3aa7bfd0691,,,,,Ionic Column,462925,1701,2050,,,
0c79c62f-5b7b-4b23-8395-d3aa7bfd0691,,,,,Fanlight,462925,1701,2050,,,
0c79c62f-5b7b-4b23-8395-d3aa7bfd0691,,,,,Cartouche,462925,1701,2050,,,
0c79c62f-5b7b-4b23-8395-d3aa7bfd0691,,,,,Balcony,462925,1701,2050,,,
0c79c62f-5b7b-4b23-8395-d3aa7bfd0691,Railings,Structure,Cast Iron,,,462925,1701,1800,,,
0c7b7214-4acc-433b-b7bb-c3b35e34b5da,Settlement,,,,,0,1066,1539,Medieval,Medieval,
0c7b7214-4acc-433b-b7bb-c3b35e34b5da,Settlement,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c7c5691-874a-4a8b-ab28-84901430634b,Terraced House,,,,,0,1712,1752,,,
0c7c5691-874a-4a8b-ab28-84901430634b,Terraced House,,,,,0,1900,1932,,,
0c7c5691-874a-4a8b-ab28-84901430634b,Shop,,,,,0,1900,1932,,,
0c7ddcbf-8c64-4025-8a61-b1f5c800fef0,Footbridge,,,,,0,,,,,
0c7ddcbf-8c64-4025-8a61-b1f5c800fef0,Railway Station,,,,,0,1875,1911,,,
0c7ddcbf-8c64-4025-8a61-b1f5c800fef0,Booking Office,,,,,0,,,,,
0c7ddcbf-8c64-4025-8a61-b1f5c800fef0,Railway Platform,,,,,0,,,,,
0c7ddcbf-8c64-4025-8a61-b1f5c800fef0,Railway Station,,,,,0,1912,,,,
0c81223d-0e72-4385-8c85-9f7ac09ca434,Model Dwelling,,,,,0,1833,1899,,,
0c81223d-0e72-4385-8c85-9f7ac09ca434,House,,,,,0,1833,1899,,,
0c81223d-0e72-4385-8c85-9f7ac09ca434,Wall,,,,,0,,,,,
0c827291-d94f-4c30-ae3b-9150c3b54eef,House,,,,,0,1799,,,,
0c827291-d94f-4c30-ae3b-9150c3b54eef,House,,,,,0,1767,1799,,,
0c832479-11e1-4e5d-8736-622b455bb046,Underground Railway Station,,,,,0,1926,1926,,,
0c832479-11e1-4e5d-8736-622b455bb046,Booking Office,,,,,0,1926,1926,,,
0c832479-11e1-4e5d-8736-622b455bb046,Railway Platform,,,,,0,1926,1926,,,
0c843dcc-18c0-44d8-bb88-672a3627a1b1,Flood Defences,Structure,,,,0,1850,1925,,,
0c84a7e6-ef40-4e81-a19d-4f2386cbebfb,Public House,Documentary Evidence,,,,0,1840,1900,,,
0c8726a2-f898-4363-90a0-75ef7539fdbe,Building,,,,,0,1540,1900,Post Medieval,Post Medieval,
0c88d3ec-a4b6-48f9-8f12-c7067ee551b3,Officers Quarters,,,,,0,1904,1907,,,
0c88d3ec-a4b6-48f9-8f12-c7067ee551b3,Medical College,,,,,0,1904,1907,,,
0c88d3ec-a4b6-48f9-8f12-c7067ee551b3,Officers Mess,,,,,0,1904,1907,,,
0c88ec99-3039-435d-a124-71b9e8137e7f,Workhouse,,,,,0,1892,1930,,,
